Specimen,ScanSite,Volume,MEAN_BMC,Reference
8330,FE2,60.96,21.55,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8330,FE3,53.2,17.71,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8330,FE4,32.918,14.9,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8330,FE5,56.846,16.64,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8330,FE6,136.874,34.12,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8330,FE7,45.517,10.77,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,FE1,36.195,12.44,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,FE2,49.789,16.72,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,FE3,41.453,14.4,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,FE4,21.844,9.23,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,FE5,33.833,12.84,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,FE6,97.803,27.85,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,FE7,32.385,6.91,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,FE1,51.562,15.33,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,FE2,66.358,23.64,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,FE3,59.195,18.42,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,FE4,21.09,14.33,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,FE5,30.074,17.41,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,FE6,115.094,34.32,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,FE7,44.882,10.05,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,FE1,35.966,10.52,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,FE2,41.656,13.43,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,FE3,37.567,11.15,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,FE4,23.279,9.6,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,FE5,34.163,11.2,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,FE6,89.694,22.05,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,FE7,34.925,5.45,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,FE1,37.338,10.11,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,FE2,47.149,14.6,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,FE3,39.014,12.62,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,FE4,20.676,9.88,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,FE5,33.941,11.73,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,FE6,88.582,23.91,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,FE7,28.626,5.63,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,FE1,39.091,12.3,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,FE2,50.292,14.25,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,FE3,38.466,11.1,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,FE4,25.603,9.45,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,FE5,49.276,13.21,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,FE6,111.176,25.73,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8222,FE7,33.426,6.11,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,FE1,41.732,14.5,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,FE2,57.08,23.06,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,FE3,51.562,18.91,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,FE4,30.442,14.55,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,FE5,47.733,17.04,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,FE6,119.024,31.6,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,FE7,41.986,11.11,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
W500,FE1,48.705,14.49,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
W500,FE2,71.565,21.62,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
W500,FE3,52.845,18.23,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
W500,FE4,29.058,13.96,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
W500,FE5,54.419,18.04,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
W500,FE6,126.968,31.64,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
W500,FE7,48.768,9.67,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,FE1,36.982,12.68,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,FE2,39.116,16.33,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,FE3,28.054,14.11,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,FE4,21.844,9.13,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,FE5,41.427,12.89,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,FE6,101.949,26.47,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,FE7,30.493,7.29,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,UL1,17.698,6.95,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8331,UL2,10.439,8.05,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,UL2,17.685,11.82,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,RA1,50.927,28.66,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,RA2,35.782,19.2,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,RA3,22.955,14.28,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,RA4,34.188,13.94,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8402,RA5,61.023,19.34,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,UL1,38.138,10.56,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,UL2,18.415,14.44,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,RA1,61.614,33.99,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,RA2,46.92,22.86,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,RA3,29.674,16.81,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,RA4,35.833,17.26,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8530,RA5,59.976,24.38,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8502,UL1,11.43,5.37,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8502,UL2,12.109,7.3,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8502,RA1,41.168,18.99,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8502,RA2,21.393,12.36,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8502,RA3,16.701,9.79,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8502,RA4,27.47,10.39,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8502,RA5,35.865,14.04,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,UL1,17.17,5.26,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,UL2,11.278,6.38,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,RA1,34.163,16.48,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,RA2,21.565,11.09,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,RA3,13.018,7.79,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,RA4,23.774,8.62,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8506,RA5,39.624,11.3,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,UL1,19.571,5.67,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,UL2,11.011,7.8,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,RA1,44.914,18.45,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,RA2,27.457,18.8,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,RA3,15.932,10.22,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,RA4,25.768,10.54,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8500,RA5,41.262,13.19,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8529,UL1,24.765,10.16,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8529,UL2,19.241,15.12,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8529,RA1,57.804,25.96,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8529,RA2,41.967,23.3,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8529,RA3,28.181,16.96,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8529,RA4,29.394,16.38,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
8529,RA5,50.394,22.75,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
W500,UL1,22.67,10.48,"Kreutzer LA (1992) Taphonomy of the Mill Iron, Montana (24CT30) Bison Bone Bed. Unpublished PhD disseration, University of Washington, Seattle."
